                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     | Core 16     | Core 17     | Core 18     | Core 19     | Core 20     | Core 21     | Core 22     | Core 23     | Core 24     | Core 25     | Core 26     | Core 27     | Core 28     | Core 29     | Core 30     | Core 31     | Core 32     | Core 33     | Core 34     | Core 35     | Core 36     | Core 37     | Core 38     | Core 39     | Core 40     | Core 41     | Core 42     | Core 43     | Core 44     | Core 45     | Core 46     | Core 47     | Core 48     | Core 49     | Core 50     | Core 51     | Core 52     | Core 53     | Core 54     | Core 55     | Core 56     | Core 57     | Core 58     | Core 59     | Core 60     | Core 61     | Core 62     | Core 63    
    num cache misses                 |     1832549 |     1127607 |    21990241 |      782972 |      640602 |      591380 |      573384 |      573008 |      555266 |      543431 |      592864 |      569166 |      565961 |      574044 |      578913 |      558762 |      573499 |      546252 |      597212 |      652483 |     1295362 |     1242839 |     1240908 |     1169911 |     1185767 |     1030655 |      990191 |     1137839 |     1072281 |     1006525 |     1016434 |     1150242 |     1001155 |     1009993 |      991715 |     1141356 |     1018686 |      991110 |     1027058 |     1161258 |     1054081 |     1030041 |     1030358 |     1160860 |     1034803 |     1015695 |      988348 |     1160403 |     1027042 |     1019572 |     1003925 |     1071762 |        2742 |        2537 |       69137 |      207259 |      344781 |      361526 |      355235 |      368764 |      377287 |      375111 |      364499 |      392038
    miss rate                        |      46.32% |      39.78% |      99.44% |      32.21% |      13.53% |      12.50% |      12.63% |      12.57% |      12.24% |      11.89% |      13.04% |      12.12% |      12.19% |      12.62% |      12.79% |      12.25% |      12.56% |      11.61% |      12.90% |      34.64% |      41.68% |      40.52% |      40.47% |      53.14% |      36.72% |      50.45% |      52.74% |      53.21% |      50.64% |      51.85% |      51.93% |      53.00% |      52.38% |      51.38% |      52.81% |      53.42% |      51.22% |      53.66% |      51.67% |      52.78% |      51.06% |      51.68% |      52.01% |      53.49% |      52.47% |      52.23% |      52.18% |      52.31% |      50.38% |      51.31% |      51.87% |      53.31% |      79.16% |      79.80% |      21.38% |      10.40% |      23.89% |      23.89% |      23.62% |      21.02% |      23.70% |      22.52% |      22.76% |      22.53%
    mpki                             |        6.93 |        3.12 |       16.71 |        3.17 |        1.65 |        1.51 |        1.50 |        1.51 |        1.50 |        1.43 |        1.58 |        1.45 |        1.46 |        1.52 |        1.56 |        1.48 |        1.56 |        1.41 |        1.58 |        3.42 |        2.69 |        2.65 |        2.67 |        2.66 |        2.41 |        2.85 |        2.98 |        2.75 |        2.78 |        2.84 |        2.85 |        2.77 |        2.88 |        2.76 |        2.99 |        2.76 |        2.76 |        2.97 |        2.82 |        2.76 |        2.79 |        2.82 |        2.83 |        2.77 |        2.90 |        2.92 |        2.90 |        2.64 |        2.81 |        2.82 |        2.81 |        2.80 |       22.31 |       21.25 |        1.88 |        0.94 |        2.21 |        2.13 |        2.14 |        2.03 |        2.09 |        2.14 |        2.08 |        2.23
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     2459601 |     1239135 |    22022819 |      880007 |      762098 |      722488 |      684542 |      701668 |      673101 |      650213 |      719855 |      688691 |      680880 |      697830 |      709195 |      677418 |      707343 |      658089 |      728779 |      779036 |     1498876 |     1420767 |     1420521 |     1309007 |     1357292 |     1151531 |     1102671 |     1273662 |     1202489 |     1125893 |     1136566 |     1289889 |     1118477 |     1133850 |     1103488 |     1274485 |     1142766 |     1102600 |     1149669 |     1301563 |     1181755 |     1152736 |     1153052 |     1296177 |     1154522 |     1132764 |     1103118 |     1303575 |     1149697 |     1141778 |     1123852 |     1199151 |        2845 |        2625 |       72523 |      227287 |      436619 |      446692 |      438987 |      454352 |      461152 |      467324 |      448668 |      494054
    num cache misses                 |     1790421 |     1105175 |    21967721 |      763768 |      498845 |      450415 |      423970 |      438868 |      430350 |      406925 |      445605 |      439975 |      439549 |      436644 |      432850 |      429335 |      452323 |      415673 |      456505 |      564428 |     1217411 |     1179705 |     1177020 |     1111443 |     1104027 |      973550 |      935013 |     1077157 |      997292 |      953548 |      962029 |     1066439 |      950795 |      959071 |      932430 |     1074206 |      973130 |      940149 |      975357 |     1088795 |      994548 |      972469 |      971977 |     1082193 |      978665 |      964616 |      940939 |     1096575 |      978921 |      965347 |      951890 |     1007389 |        2615 |        2223 |       66782 |      172479 |      321259 |      337400 |      332897 |      342425 |      350275 |      350141 |      338497 |      368262
    miss rate                        |      72.79% |      89.19% |      99.75% |      86.79% |      65.46% |      62.34% |      61.93% |      62.55% |      63.94% |      62.58% |      61.90% |      63.89% |      64.56% |      62.57% |      61.03% |      63.38% |      63.95% |      63.16% |      62.64% |      72.45% |      81.22% |      83.03% |      82.86% |      84.91% |      81.34% |      84.54% |      84.80% |      84.57% |      82.94% |      84.69% |      84.64% |      82.68% |      85.01% |      84.59% |      84.50% |      84.29% |      85.16% |      85.27% |      84.84% |      83.65% |      84.16% |      84.36% |      84.30% |      83.49% |      84.77% |      85.16% |      85.30% |      84.12% |      85.15% |      84.55% |      84.70% |      84.01% |      91.92% |      84.69% |      92.08% |      75.89% |      73.58% |      75.53% |      75.83% |      75.37% |      75.96% |      74.92% |      75.44% |      74.54%
    mpki                             |        6.77 |        3.05 |       16.69 |        3.09 |        1.29 |        1.15 |        1.11 |        1.15 |        1.16 |        1.07 |        1.19 |        1.12 |        1.14 |        1.16 |        1.17 |        1.14 |        1.23 |        1.07 |        1.21 |        2.96 |        2.53 |        2.52 |        2.53 |        2.53 |        2.25 |        2.69 |        2.81 |        2.60 |        2.58 |        2.69 |        2.69 |        2.57 |        2.73 |        2.62 |        2.81 |        2.60 |        2.64 |        2.82 |        2.68 |        2.58 |        2.63 |        2.66 |        2.67 |        2.59 |        2.74 |        2.78 |        2.76 |        2.50 |        2.68 |        2.67 |        2.66 |        2.64 |       21.28 |       18.62 |        1.82 |        0.78 |        2.06 |        1.99 |        2.00 |        1.88 |        1.94 |        2.00 |        1.93 |        2.10
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |    54299790 |           0 |           0 |           0 |    63475191 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      308.15 |         inf |         inf |         inf |      131.91 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      276.28 |        0.00 |        0.00 |        0.00 |      100.05 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      33.00% |       0.00% |       0.00% |       0.00% |      38.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |     1242128 |      424657 |     1133660 |      454980 |      191459 |      203847 |      187854 |      186931 |      187983 |      166633 |      193527 |      182172 |      173309 |      186179 |      184912 |      183850 |      205135 |      172300 |      197448 |      221916 |      543882 |      526770 |      524057 |      504259 |      505573 |      444514 |      448568 |      504774 |      438121 |      439020 |      442063 |      513589 |      442135 |      431558 |      450226 |      511545 |      433729 |      447675 |      442760 |      518373 |      446546 |      437124 |      449029 |      516731 |      453086 |      452493 |      444240 |      501714 |      445110 |      434649 |      433075 |      486275 |         248 |         105 |       26083 |       67488 |      134274 |      133304 |      126861 |      138647 |      128908 |      136626 |      132872 |      147150
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |       27919 |       34711 |        2174 |       19012 |       19219 |       21335 |       23263 |       19155 |       27883 |       18440 |       27119 |       19176 |       28549 |       22657 |       18035 |       22960 |       24365 |       15567 |       24481 |        4723 |       27702 |       30990 |       35561 |       19054 |       19506 |       24474 |       22558 |       26440 |       20817 |       20310 |       22690 |       22798 |       22487 |       18594 |       22706 |       23179 |       22149 |       23231 |       20167 |       25404 |       21971 |       23385 |       20141 |       24640 |       25995 |       24387 |       18080 |       24224 |       22755 |       24370 |       20798 |       22354 |        1027 |        1018 |        9899 |        6075 |        3086 |        4380 |       12581 |        7804 |       10095 |        8132 |        9998 |       16888
